Time,KO + Cre,KO + Cre NMDA,KO,KO NMDA
675,-55.23681641,-55.69458008,-48.15673828,-50.01831055
675.5,-55.17578125,-55.6640625,-48.21777344,-49.98779297
676,-55.23681641,-55.57250977,-48.21777344,-49.92675781
676.5,-55.14526367,-55.51147461,-48.24829102,-49.86572266
677,-55.14526367,-55.54199219,-48.27880859,-49.92675781
677.5,-55.08422852,-55.54199219,-48.24829102,-49.92675781
678,-54.99267578,-55.41992188,-48.24829102,-49.83520508
678.5,-55.08422852,-55.48095703,-48.24829102,-49.92675781
679,-54.9621582,-55.41992188,-48.27880859,-49.92675781
679.5,-54.99267578,-55.3894043,-48.21777344,-49.98779297
680,-54.9621582,-55.35888672,-48.27880859,-49.95727539
680.5,-54.93164063,-55.29785156,-48.24829102,-49.89624023
681,-54.90112305,-55.35888672,-48.27880859,-49.89624023
681.5,-54.84008789,-55.20629883,-48.27880859,-49.86572266
682,-54.87060547,-55.14526367,-48.18725586,-49.95727539
682.5,-54.80957031,-55.17578125,-48.27880859,-49.8046875
683,-54.80957031,-55.08422852,-48.15673828,-49.83520508
683.5,-54.80957031,-55.05371094,-48.27880859,-49.86572266
684,-54.77905273,-54.99267578,-48.33984375,-49.89624023
684.5,-54.80957031,-54.87060547,-48.30932617,-49.92675781
685,-54.71801758,-54.80957031,-48.33984375,-49.86572266
685.5,-54.6875,-54.77905273,-48.33984375,-49.89624023
686,-54.65698242,-54.74853516,-48.33984375,-49.95727539
686.5,-54.59594727,-54.6875,-48.40087891,-49.86572266
687,-54.65698242,-54.62646484,-48.33984375,-49.86572266
687.5,-54.62646484,-54.56542969,-48.37036133,-49.86572266
688,-54.59594727,-54.47387695,-48.37036133,-49.83520508
688.5,-54.59594727,-54.44335938,-48.33984375,-49.86572266
689,-54.50439453,-54.38232422,-48.37036133,-49.86572266
689.5,-54.47387695,-54.4128418,-48.37036133,-49.86572266
690,-54.44335938,-54.29077148,-48.37036133,-49.92675781
690.5,-54.44335938,-54.19921875,-48.46191406,-49.95727539
691,-54.4128418,-54.16870117,-48.40087891,-49.92675781
691.5,-54.4128418,-54.13818359,-48.46191406,-49.92675781
692,-54.35180664,-54.04663086,-48.46191406,-49.89624023
692.5,-54.35180664,-54.01611328,-48.40087891,-49.89624023
693,-54.32128906,-53.95507813,-48.37036133,-49.92675781
693.5,-54.26025391,-53.95507813,-48.43139648,-49.86572266
694,-54.38232422,-53.92456055,-48.43139648,-49.86572266
694.5,-54.32128906,-53.89404297,-48.46191406,-49.8046875
695,-54.26025391,-53.89404297,-48.40087891,-49.8046875
695.5,-54.22973633,-53.74145508,-48.46191406,-49.86572266
696,-54.13818359,-53.74145508,-48.37036133,-49.83520508
696.5,-54.16870117,-53.68041992,-48.40087891,-49.83520508
697,-54.07714844,-53.64990234,-48.43139648,-49.74365234
697.5,-54.10766602,-53.61938477,-48.40087891,-49.74365234
698,-54.04663086,-53.55834961,-48.46191406,-49.77416992
698.5,-54.04663086,-53.46679688,-48.40087891,-49.74365234
699,-54.01611328,-53.46679688,-48.49243164,-49.74365234
699.5,-53.9855957,-53.4362793,-48.49243164,-49.68261719
700,-53.95507813,-53.37524414,-48.5534668,-49.74365234
700.5,-53.92456055,-53.37524414,-48.61450195,-49.74365234
701,-53.83300781,-53.25317383,-48.67553711,-49.71313477
701.5,-53.80249023,-53.22265625,-48.67553711,-49.71313477
702,-53.74145508,-53.22265625,-48.67553711,-49.68261719
702.5,-53.74145508,-53.13110352,-48.67553711,-49.62158203
703,-53.68041992,-53.16162109,-48.64501953,-49.62158203
703.5,-53.58886719,-53.07006836,-48.67553711,-49.59106445
704,-53.61938477,-53.0090332,-48.67553711,-49.56054688
704.5,-53.58886719,-52.94799805,-48.64501953,-49.56054688
705,-53.55834961,-52.94799805,-48.64501953,-49.65209961
705.5,-53.46679688,-52.94799805,-48.70605469,-49.5300293
706,-53.40576172,-52.85644531,-48.76708984,-49.5300293
706.5,-53.4362793,-52.85644531,-48.79760742,-49.49951172
707,-53.31420898,-52.76489258,-48.76708984,-49.49951172
707.5,-53.37524414,-52.70385742,-48.76708984,-49.5300293
708,-53.34472656,-52.64282227,-48.76708984,-49.49951172
708.5,-53.22265625,-52.55126953,-48.79760742,-49.46899414
709,-53.28369141,-52.58178711,-48.88916016,-49.43847656
709.5,-53.31420898,-52.52075195,-48.91967773,-49.46899414
710,-53.22265625,-52.49023438,-49.01123047,-49.49951172
710.5,-53.19213867,-52.4597168,-48.98071289,-49.49951172
711,-53.13110352,-52.33764648,-48.98071289,-49.46899414
711.5,-53.16162109,-52.39868164,-48.91967773,-49.56054688
712,-53.19213867,-52.33764648,-48.95019531,-49.56054688
712.5,-53.13110352,-52.21557617,-48.98071289,-49.56054688
713,-53.07006836,-52.18505859,-48.98071289,-49.5300293
713.5,-53.07006836,-52.09350586,-48.98071289,-49.46899414
714,-53.0090332,-52.12402344,-48.98071289,-49.49951172
714.5,-53.0090332,-52.0324707,-49.01123047,-49.46899414
715,-52.97851563,-51.94091797,-48.98071289,-49.43847656
715.5,-52.94799805,-51.87988281,-48.98071289,-49.43847656
716,-52.91748047,-51.69677734,-49.01123047,-49.40795898
716.5,-52.94799805,-51.60522461,-49.04174805,-49.37744141
717,-52.88696289,-51.63574219,-49.13330078,-49.43847656
717.5,-52.88696289,-51.4831543,-49.13330078,-49.37744141
718,-52.94799805,-51.39160156,-49.13330078,-49.40795898
718.5,-52.85644531,-51.30004883,-49.22485352,-49.31640625
719,-52.85644531,-51.26953125,-49.1027832,-49.22485352
719.5,-52.76489258,-51.17797852,-49.19433594,-49.25537109
720,-52.79541016,-51.14746094,-49.19433594,-49.19433594
720.5,-52.79541016,-51.08642578,-49.25537109,-49.22485352
721,-52.76489258,-50.87280273,-49.22485352,-49.1027832
721.5,-52.70385742,-50.87280273,-49.16381836,-49.16381836
722,-52.734375,-50.81176758,-49.19433594,-49.19433594
722.5,-52.64282227,-50.65917969,-49.19433594,-49.13330078
723,-52.67333984,-50.56762695,-49.22485352,-49.16381836
723.5,-52.67333984,-50.47607422,-49.22485352,-49.19433594
724,-52.52075195,-50.38452148,-49.19433594,-49.16381836
724.5,-52.55126953,-50.32348633,-49.19433594,-49.13330078
725,-52.49023438,-50.20141602,-49.19433594,-49.13330078
725.5,-52.4597168,-50.14038086,-49.19433594,-49.19433594
726,-52.42919922,-49.98779297,-49.25537109,-49.19433594
726.5,-52.42919922,-49.98779297,-49.25537109,-49.16381836
727,-52.36816406,-49.83520508,-49.22485352,-49.19433594
727.5,-52.36816406,-49.8046875,-49.25537109,-49.07226563
728,-52.33764648,-49.65209961,-49.25537109,-49.1027832
728.5,-52.27661133,-49.49951172,-49.25537109,-49.19433594
729,-52.24609375,-49.43847656,-49.28588867,-49.07226563
729.5,-52.12402344,-49.31640625,-49.28588867,-49.01123047
730,-52.21557617,-49.19433594,-49.31640625,-49.04174805
730.5,-52.06298828,-49.04174805,-49.25537109,-49.07226563
731,-52.06298828,-48.98071289,-49.25537109,-49.04174805
731.5,-52.00195313,-48.76708984,-49.34692383,-49.04174805
732,-52.0324707,-48.61450195,-49.34692383,-49.04174805
732.5,-51.94091797,-48.52294922,-49.34692383,-49.1027832
733,-51.87988281,-48.37036133,-49.40795898,-49.01123047
733.5,-51.91040039,-48.27880859,-49.37744141,-49.1027832
734,-51.87988281,-48.00415039,-49.40795898,-49.07226563
734.5,-51.81884766,-47.79052734,-49.40795898,-49.1027832
735,-51.7578125,-47.48535156,-49.46899414,-49.07226563
735.5,-51.69677734,-47.27172852,-49.43847656,-49.13330078
736,-51.63574219,-46.32568359,-49.40795898,-49.1027832
736.5,-51.4831543,-40.43579102,-49.5300293,-49.1027832
737,-51.54418945,-39.94750977,-49.5300293,-49.07226563
737.5,-51.4831543,-41.2902832,-49.62158203,-49.1027832
738,-51.42211914,-42.20581055,-49.5300293,-49.1027832
738.5,-51.42211914,-43.06030273,-49.5300293,-49.07226563
739,-51.36108398,-43.85375977,-49.68261719,-49.01123047
739.5,-51.30004883,-44.61669922,-49.62158203,-49.07226563
740,-51.23901367,-45.31860352,-49.74365234,-49.04174805
740.5,-51.26953125,-45.83740234,-49.74365234,-48.98071289
741,-51.23901367,-46.41723633,-49.71313477,-49.04174805
741.5,-51.14746094,-46.93603516,-49.77416992,-49.01123047
742,-51.0559082,-47.48535156,-49.8046875,-49.04174805
742.5,-51.02539063,-47.97363281,-49.86572266,-48.88916016
743,-50.93383789,-48.58398438,-49.86572266,-48.91967773
743.5,-50.96435547,-48.91967773,-49.83520508,-48.98071289
744,-50.87280273,-49.5300293,-49.86572266,-48.88916016
744.5,-50.81176758,-50.01831055,-49.92675781,-48.88916016
745,-50.78125,-50.38452148,-49.95727539,-48.88916016
745.5,-50.72021484,-50.72021484,-49.98779297,-48.88916016
746,-50.72021484,-51.0559082,-50.10986328,-48.85864258
746.5,-50.62866211,-51.39160156,-50.04882813,-48.76708984
747,-50.53710938,-51.72729492,-50.0793457,-48.79760742
747.5,-50.47607422,-52.0324707,-50.0793457,-48.76708984
748,-50.47607422,-52.36816406,-50.0793457,-48.828125
748.5,-50.38452148,-52.58178711,-50.10986328,-48.73657227
749,-50.38452148,-52.94799805,-50.10986328,-48.67553711
749.5,-50.26245117,-53.25317383,-50.04882813,-48.64501953
750,-50.23193359,-53.49731445,-50.10986328,-48.61450195
750.5,-50.17089844,-53.77197266,-50.14038086,-48.64501953
751,-50.14038086,-53.95507813,-50.17089844,-48.5534668
751.5,-50.0793457,-54.19921875,-50.0793457,-48.5534668
752,-50.01831055,-54.32128906,-50.0793457,-48.52294922
752.5,-49.92675781,-54.47387695,-50.10986328,-48.52294922
753,-49.86572266,-54.71801758,-50.04882813,-48.43139648
753.5,-49.83520508,-54.74853516,-50.0793457,-48.49243164
754,-49.77416992,-54.93164063,-50.0793457,-48.40087891
754.5,-49.65209961,-55.08422852,-50.10986328,-48.46191406
755,-49.59106445,-55.17578125,-50.0793457,-48.49243164
755.5,-49.5300293,-55.35888672,-50.20141602,-48.33984375
756,-49.49951172,-55.45043945,-50.17089844,-48.40087891
756.5,-49.43847656,-55.63354492,-50.10986328,-48.40087891
757,-49.34692383,-55.75561523,-50.20141602,-48.27880859
757.5,-49.25537109,-55.84716797,-50.20141602,-48.33984375
758,-49.16381836,-55.9387207,-50.20141602,-48.21777344
758.5,-49.1027832,-56.03027344,-50.10986328,-48.24829102
759,-49.07226563,-56.18286133,-50.14038086,-48.21777344
759.5,-48.95019531,-56.24389648,-50.26245117,-48.15673828
760,-48.91967773,-56.48803711,-50.29296875,-48.15673828
760.5,-48.88916016,-56.42700195,-50.29296875,-48.06518555
761,-48.828125,-56.54907227,-50.32348633,-48.06518555
761.5,-48.76708984,-56.640625,-50.32348633,-48.00415039
762,-48.67553711,-56.640625,-50.32348633,-48.00415039
762.5,-48.61450195,-56.79321289,-50.32348633,-47.97363281
763,-48.49243164,-56.79321289,-50.44555664,-47.94311523
763.5,-48.43139648,-56.94580078,-50.41503906,-47.88208008
764,-48.33984375,-57.00683594,-50.47607422,-47.94311523
764.5,-48.30932617,-57.00683594,-50.44555664,-47.91259766
765,-48.21777344,-57.12890625,-50.5065918,-47.88208008
765.5,-48.03466797,-57.09838867,-50.5065918,-47.88208008
766,-47.97363281,-57.15942383,-50.53710938,-47.8515625
766.5,-47.8515625,-57.12890625,-50.53710938,-47.8515625
767,-47.72949219,-57.28149414,-50.56762695,-47.8515625
767.5,-47.63793945,-57.25097656,-50.59814453,-47.91259766
768,-47.54638672,-57.28149414,-50.65917969,-47.91259766
768.5,-47.42431641,-57.22045898,-50.68969727,-47.91259766
769,-47.18017578,-57.28149414,-50.59814453,-47.88208008
769.5,-46.93603516,-57.3425293,-50.62866211,-47.94311523
770,-42.96875,-57.28149414,-50.62866211,-47.88208008
770.5,-41.47338867,-57.3425293,-50.62866211,-47.82104492
771,-42.63305664,-57.25097656,-50.65917969,-47.8515625
771.5,-43.27392578,-57.31201172,-50.62866211,-47.82104492
772,-43.79272461,-57.28149414,-50.68969727,-47.76000977
772.5,-44.2199707,-57.25097656,-50.72021484,-47.79052734
773,-44.79980469,-57.25097656,-50.68969727,-47.79052734
773.5,-45.10498047,-57.18994141,-50.72021484,-47.72949219
774,-45.50170898,-57.18994141,-50.75073242,-47.79052734
774.5,-45.92895508,-57.15942383,-50.78125,-47.72949219
775,-46.26464844,-57.18994141,-50.78125,-47.69897461
775.5,-46.69189453,-57.12890625,-50.78125,-47.82104492
776,-47.02758789,-57.15942383,-50.81176758,-47.76000977
776.5,-47.33276367,-57.06787109,-50.81176758,-47.76000977
777,-47.72949219,-57.15942383,-50.78125,-47.72949219
777.5,-47.97363281,-57.09838867,-50.75073242,-47.72949219
778,-48.33984375,-57.03735352,-50.78125,-47.72949219
778.5,-48.64501953,-57.06787109,-50.87280273,-47.63793945
779,-48.95019531,-57.06787109,-50.84228516,-47.66845703
779.5,-49.25537109,-57.00683594,-50.72021484,-47.5769043
780,-49.56054688,-56.9152832,-50.84228516,-47.54638672
780.5,-49.8046875,-56.97631836,-50.75073242,-47.63793945
781,-50.0793457,-56.85424805,-50.87280273,-47.5769043
781.5,-50.35400391,-56.82373047,-50.84228516,-47.66845703
782,-50.59814453,-56.85424805,-50.84228516,-47.51586914
782.5,-50.87280273,-56.82373047,-50.84228516,-47.48535156
783,-51.02539063,-56.79321289,-50.84228516,-47.5769043
783.5,-51.26953125,-56.79321289,-50.84228516,-47.51586914
784,-51.57470703,-56.70166016,-50.87280273,-47.5769043
784.5,-51.78833008,-56.67114258,-50.81176758,-47.48535156
785,-51.91040039,-56.61010742,-50.81176758,-47.45483398
785.5,-52.12402344,-56.54907227,-50.87280273,-47.39379883
786,-52.27661133,-56.61010742,-50.87280273,-47.33276367
786.5,-52.49023438,-56.51855469,-50.84228516,-47.33276367
787,-52.64282227,-56.51855469,-50.90332031,-47.27172852
787.5,-52.85644531,-56.48803711,-50.84228516,-47.30224609
788,-53.03955078,-56.45751953,-50.81176758,-47.24121094
788.5,-53.16162109,-56.45751953,-50.78125,-47.24121094
789,-53.25317383,-56.33544922,-50.75073242,-47.21069336
789.5,-53.37524414,-56.33544922,-50.78125,-47.33276367
790,-53.55834961,-56.27441406,-50.75073242,-47.27172852
790.5,-53.64990234,-56.30493164,-50.78125,-47.21069336
791,-53.83300781,-56.33544922,-50.72021484,-47.24121094
791.5,-53.92456055,-56.15234375,-50.75073242,-47.1496582
792,-54.04663086,-56.15234375,-50.78125,-47.21069336
792.5,-54.22973633,-56.09130859,-50.75073242,-47.21069336
793,-54.29077148,-56.09130859,-50.81176758,-47.11914063
793.5,-54.50439453,-56.12182617,-50.78125,-47.05810547
794,-54.59594727,-56.09130859,-50.87280273,-47.02758789
794.5,-54.62646484,-56.06079102,-50.87280273,-47.02758789
795,-54.6875,-56.03027344,-50.90332031,-46.96655273
795.5,-54.80957031,-55.99975586,-50.90332031,-46.99707031
796,-54.93164063,-55.96923828,-50.81176758,-46.99707031
796.5,-54.99267578,-55.96923828,-50.87280273,-46.84448242
797,-55.17578125,-55.9387207,-50.84228516,-46.875
797.5,-55.20629883,-55.90820313,-50.90332031,-46.875
798,-55.26733398,-55.84716797,-50.90332031,-46.78344727
798.5,-55.45043945,-55.78613281,-50.87280273,-46.90551758
799,-55.48095703,-55.78613281,-50.84228516,-46.78344727
799.5,-55.57250977,-55.75561523,-50.87280273,-46.84448242
800,-55.54199219,-55.72509766,-50.84228516,-46.75292969
800.5,-55.60302734,-55.63354492,-50.90332031,-46.75292969
801,-55.75561523,-55.69458008,-50.87280273,-46.75292969
801.5,-55.78613281,-55.63354492,-50.90332031,-46.69189453
802,-55.87768555,-55.60302734,-50.90332031,-46.63085938
802.5,-55.9387207,-55.60302734,-50.90332031,-46.66137695
803,-55.90820313,-55.54199219,-50.87280273,-46.6003418
803.5,-56.09130859,-55.45043945,-50.84228516,-46.63085938
804,-56.09130859,-55.41992188,-50.93383789,-46.53930664
804.5,-56.15234375,-55.35888672,-50.81176758,-46.6003418
805,-56.09130859,-55.32836914,-50.84228516,-46.53930664
805.5,-56.15234375,-55.29785156,-50.81176758,-46.53930664
806,-56.21337891,-55.26733398,-50.84228516,-46.56982422
806.5,-56.21337891,-55.20629883,-50.87280273,-46.53930664
807,-56.27441406,-55.14526367,-50.90332031,-46.6003418
807.5,-56.30493164,-55.14526367,-50.87280273,-46.56982422
808,-56.33544922,-55.11474609,-50.90332031,-46.53930664
808.5,-56.33544922,-55.02319336,-50.93383789,-46.56982422
809,-56.30493164,-54.99267578,-50.90332031,-46.56982422
809.5,-56.3659668,-54.87060547,-50.96435547,-46.50878906
810,-56.39648438,-54.99267578,-50.93383789,-46.47827148
810.5,-56.42700195,-54.93164063,-50.96435547,-46.38671875
811,-56.42700195,-54.84008789,-50.99487305,-46.35620117
811.5,-56.42700195,-54.77905273,-50.93383789,-46.41723633
812,-56.48803711,-54.65698242,-50.99487305,-46.41723633
812.5,-56.48803711,-54.74853516,-50.90332031,-46.44775391
813,-56.54907227,-54.65698242,-50.96435547,-46.35620117
813.5,-56.48803711,-54.65698242,-50.96435547,-46.29516602
814,-56.48803711,-54.59594727,-50.96435547,-46.29516602
814.5,-56.45751953,-54.44335938,-51.02539063,-46.29516602
815,-56.51855469,-54.53491211,-50.96435547,-46.38671875
815.5,-56.51855469,-54.47387695,-50.96435547,-46.32568359
816,-56.48803711,-54.44335938,-50.99487305,-46.23413086
816.5,-56.640625,-54.4128418,-51.02539063,-46.26464844
817,-56.57958984,-54.29077148,-51.08642578,-46.29516602
817.5,-56.57958984,-54.32128906,-50.99487305,-46.29516602
818,-56.61010742,-54.22973633,-51.08642578,-46.1730957
818.5,-56.54907227,-54.22973633,-51.0559082,-46.08154297
819,-56.48803711,-54.13818359,-50.93383789,-46.20361328
819.5,-56.51855469,-54.13818359,-51.02539063,-46.14257813
820,-56.48803711,-54.07714844,-50.99487305,-46.14257813
820.5,-56.54907227,-54.07714844,-51.08642578,-46.1730957
821,-56.51855469,-54.07714844,-51.02539063,-46.11206055
821.5,-56.45751953,-54.01611328,-50.99487305,-46.11206055
822,-56.45751953,-54.01611328,-51.08642578,-46.08154297
822.5,-56.39648438,-53.89404297,-51.0559082,-46.14257813
823,-56.42700195,-53.89404297,-50.99487305,-46.11206055
823.5,-56.39648438,-53.83300781,-50.99487305,-45.98999023
824,-56.42700195,-53.83300781,-51.02539063,-45.98999023
824.5,-56.30493164,-53.74145508,-50.99487305,-45.95947266
825,-56.3659668,-53.68041992,-51.0559082,-45.98999023
825.5,-56.27441406,-53.61938477,-51.02539063,-45.98999023
826,-56.27441406,-53.55834961,-51.08642578,-46.08154297
826.5,-56.30493164,-53.49731445,-51.08642578,-46.08154297
827,-56.21337891,-53.55834961,-51.08642578,-46.02050781
827.5,-56.21337891,-53.4362793,-51.11694336,-45.98999023
828,-56.24389648,-53.40576172,-51.08642578,-46.02050781
828.5,-56.18286133,-53.28369141,-51.08642578,-45.98999023
829,-56.18286133,-53.25317383,-51.08642578,-46.02050781
829.5,-56.27441406,-53.25317383,-51.0559082,-46.02050781
830,-56.18286133,-53.19213867,-51.08642578,-46.02050781
830.5,-56.15234375,-53.25317383,-51.0559082,-46.05102539
831,-56.15234375,-53.03955078,-51.11694336,-46.02050781
831.5,-56.12182617,-53.0090332,-51.0559082,-46.02050781
832,-56.12182617,-53.0090332,-51.02539063,-45.98999023
832.5,-56.06079102,-52.91748047,-51.08642578,-45.95947266
833,-56.06079102,-52.94799805,-51.08642578,-45.95947266
833.5,-56.06079102,-52.88696289,-51.14746094,-45.92895508
834,-56.03027344,-52.82592773,-51.0559082,-45.86791992
834.5,-56.03027344,-52.734375,-51.14746094,-45.83740234
835,-55.99975586,-52.67333984,-51.08642578,-45.83740234
835.5,-55.9387207,-52.70385742,-51.02539063,-45.83740234
836,-55.9387207,-52.52075195,-51.0559082,-45.83740234
836.5,-55.87768555,-52.52075195,-50.96435547,-45.77636719
837,-55.87768555,-52.49023438,-50.96435547,-45.80688477
837.5,-55.81665039,-52.39868164,-50.99487305,-45.80688477
838,-55.75561523,-52.39868164,-50.99487305,-45.83740234
838.5,-55.75561523,-52.24609375,-51.02539063,-45.80688477
839,-55.75561523,-52.24609375,-50.99487305,-45.71533203
839.5,-55.72509766,-52.27661133,-50.99487305,-45.83740234
840,-55.60302734,-52.18505859,-51.17797852,-45.77636719
840.5,-55.60302734,-52.18505859,-50.99487305,-45.80688477
841,-55.51147461,-52.12402344,-51.08642578,-45.74584961
841.5,-55.48095703,-52.09350586,-51.11694336,-45.74584961
842,-55.41992188,-52.06298828,-51.11694336,-45.74584961
842.5,-55.45043945,-52.0324707,-51.08642578,-45.74584961
843,-55.29785156,-52.0324707,-51.11694336,-45.74584961
843.5,-55.29785156,-51.97143555,-51.11694336,-45.71533203
844,-55.29785156,-51.97143555,-51.08642578,-45.65429688
844.5,-55.29785156,-51.91040039,-51.14746094,-45.68481445
845,-55.14526367,-51.94091797,-51.08642578,-45.68481445
845.5,-55.08422852,-51.81884766,-51.08642578,-45.68481445
846,-55.11474609,-51.81884766,-50.99487305,-45.68481445
846.5,-54.99267578,-51.78833008,-50.99487305,-45.65429688
847,-54.9621582,-51.7578125,-50.96435547,-45.71533203
847.5,-54.90112305,-51.78833008,-51.02539063,-45.68481445
848,-54.84008789,-51.66625977,-50.96435547,-45.68481445
848.5,-54.90112305,-51.63574219,-50.84228516,-45.6237793
849,-54.74853516,-51.60522461,-50.87280273,-45.6237793
849.5,-54.74853516,-51.57470703,-50.87280273,-45.65429688
850,-54.6875,-51.51367188,-50.84228516,-45.6237793
850.5,-54.62646484,-51.45263672,-50.87280273,-45.65429688
851,-54.62646484,-51.42211914,-50.87280273,-45.6237793
851.5,-54.59594727,-51.36108398,-50.87280273,-45.59326172
852,-54.56542969,-51.26953125,-50.87280273,-45.65429688
852.5,-54.50439453,-51.23901367,-50.84228516,-45.6237793
853,-54.50439453,-51.11694336,-50.90332031,-45.65429688
853.5,-54.47387695,-51.08642578,-50.84228516,-45.71533203
854,-54.38232422,-50.96435547,-50.87280273,-45.68481445
854.5,-54.38232422,-50.90332031,-50.84228516,-45.74584961
855,-54.19921875,-50.84228516,-50.87280273,-45.71533203
855.5,-54.19921875,-50.78125,-50.84228516,-45.71533203
856,-54.22973633,-50.78125,-50.84228516,-45.80688477
856.5,-54.16870117,-50.68969727,-50.84228516,-45.77636719
857,-54.13818359,-50.68969727,-50.75073242,-45.80688477
857.5,-54.07714844,-50.59814453,-50.84228516,-45.77636719
858,-54.01611328,-50.56762695,-50.90332031,-45.86791992
858.5,-53.95507813,-50.5065918,-50.87280273,-45.92895508
859,-53.92456055,-50.41503906,-50.93383789,-45.86791992
859.5,-53.86352539,-50.41503906,-50.81176758,-45.83740234
860,-53.86352539,-50.38452148,-50.96435547,-45.86791992
860.5,-53.83300781,-50.32348633,-50.99487305,-45.86791992
861,-53.80249023,-50.32348633,-50.99487305,-45.92895508
861.5,-53.77197266,-50.20141602,-51.0559082,-45.8984375
862,-53.80249023,-50.17089844,-50.93383789,-45.86791992
862.5,-53.80249023,-50.10986328,-50.93383789,-45.83740234
863,-53.68041992,-50.10986328,-50.87280273,-45.92895508
863.5,-53.68041992,-50.04882813,-50.90332031,-45.86791992
864,-53.64990234,-49.98779297,-50.96435547,-45.95947266
864.5,-53.58886719,-49.86572266,-50.93383789,-45.86791992
865,-53.61938477,-49.83520508,-50.87280273,-45.86791992
865.5,-53.55834961,-49.8046875,-50.87280273,-45.92895508
866,-53.49731445,-49.71313477,-50.93383789,-45.8984375
866.5,-53.52783203,-49.71313477,-50.96435547,-45.86791992
867,-53.52783203,-49.68261719,-50.96435547,-45.77636719
867.5,-53.61938477,-49.65209961,-50.99487305,-45.80688477
868,-53.52783203,-49.56054688,-50.90332031,-45.83740234
868.5,-53.4362793,-49.5300293,-50.90332031,-45.74584961
869,-53.4362793,-49.43847656,-50.90332031,-45.77636719
869.5,-53.40576172,-49.40795898,-50.90332031,-45.71533203
870,-53.46679688,-49.46899414,-50.75073242,-45.77636719
870.5,-53.37524414,-49.37744141,-50.75073242,-45.80688477
871,-53.31420898,-49.37744141,-50.81176758,-45.80688477
871.5,-53.31420898,-49.31640625,-50.75073242,-45.86791992
872,-53.28369141,-49.34692383,-50.68969727,-45.80688477
872.5,-53.25317383,-49.28588867,-50.65917969,-45.83740234
873,-53.22265625,-49.25537109,-50.72021484,-45.80688477
873.5,-53.13110352,-49.22485352,-50.62866211,-45.8984375
874,-53.10058594,-49.19433594,-50.65917969,-45.83740234
874.5,-53.10058594,-49.13330078,-50.68969727,-45.80688477
875,-53.0090332,-49.07226563,-50.68969727,-45.92895508
875.5,-53.0090332,-49.04174805,-50.72021484,-45.92895508
876,-52.97851563,-49.07226563,-50.68969727,-45.8984375
876.5,-52.94799805,-49.01123047,-50.65917969,-45.92895508
877,-52.91748047,-49.01123047,-50.72021484,-45.92895508
877.5,-52.82592773,-48.95019531,-50.68969727,-45.92895508
878,-52.85644531,-48.91967773,-50.72021484,-45.98999023
878.5,-52.85644531,-48.91967773,-50.68969727,-45.95947266
879,-52.79541016,-48.828125,-50.62866211,-45.98999023
879.5,-52.734375,-48.76708984,-50.56762695,-45.86791992
880,-52.70385742,-48.70605469,-50.5065918,-45.92895508
880.5,-52.67333984,-48.5534668,-50.44555664,-45.8984375
881,-52.61230469,-48.61450195,-50.44555664,-45.98999023
881.5,-52.58178711,-48.49243164,-50.47607422,-45.8984375
882,-52.58178711,-48.43139648,-50.41503906,-45.86791992
882.5,-52.49023438,-48.33984375,-50.35400391,-45.92895508
883,-52.49023438,-48.30932617,-50.38452148,-45.83740234
883.5,-52.49023438,-48.21777344,-50.41503906,-45.86791992
884,-52.42919922,-48.1262207,-50.35400391,-45.86791992
884.5,-52.42919922,-48.1262207,-50.29296875,-45.83740234
885,-52.33764648,-47.97363281,-50.32348633,-45.77636719
885.5,-52.33764648,-47.88208008,-50.29296875,-45.83740234
886,-52.27661133,-47.72949219,-50.29296875,-45.77636719
886.5,-52.24609375,-47.69897461,-50.32348633,-45.80688477
887,-52.24609375,-47.60742188,-50.29296875,-45.8984375
887.5,-52.18505859,-47.48535156,-50.29296875,-45.92895508
888,-52.15454102,-47.33276367,-50.20141602,-45.95947266
888.5,-52.06298828,-47.21069336,-50.20141602,-46.02050781
889,-52.06298828,-47.05810547,-50.14038086,-46.02050781
889.5,-52.00195313,-46.84448242,-50.0793457,-46.11206055
890,-51.97143555,-46.66137695,-50.14038086,-46.11206055
890.5,-52.00195313,-44.43359375,-49.98779297,-46.11206055
891,-51.87988281,-39.61181641,-50.04882813,-46.08154297
891.5,-51.84936523,-40.16113281,-50.0793457,-46.05102539
892,-51.84936523,-41.25976563,-50.0793457,-46.08154297
892.5,-51.84936523,-42.08374023,-50.0793457,-45.98999023
893,-51.81884766,-42.75512695,-50.04882813,-45.98999023
893.5,-51.78833008,-43.42651367,-50.0793457,-45.95947266
894,-51.7578125,-44.25048828,-50.04882813,-46.08154297
894.5,-51.72729492,-44.89135742,-50.10986328,-46.02050781
895,-51.66625977,-45.53222656,-50.10986328,-45.95947266
895.5,-51.72729492,-46.20361328,-50.0793457,-46.11206055
896,-51.66625977,-46.66137695,-50.01831055,-46.02050781
896.5,-51.60522461,-47.1496582,-49.98779297,-46.05102539
897,-51.63574219,-47.66845703,-50.04882813,-46.05102539
897.5,-51.54418945,-48.15673828,-50.01831055,-46.02050781
898,-51.51367188,-48.61450195,-49.98779297,-46.11206055
898.5,-51.51367188,-49.07226563,-49.98779297,-46.02050781
899,-51.42211914,-49.62158203,-49.98779297,-46.05102539
899.5,-51.36108398,-50.10986328,-49.95727539,-46.11206055
900,-51.36108398,-50.47607422,-50.04882813,-46.05102539
