Time,KO + Cre,KO + Cre NMDA,KO,KO NMDA
224,-51.23901367,-47.36328125,-48.73657227,-49.68261719
224.5,-51.17797852,-47.1496582,-48.67553711,-49.62158203
225,-51.20849609,-46.93603516,-48.70605469,-49.56054688
225.5,-51.08642578,-46.50878906,-48.73657227,-49.5300293
226,-51.0559082,-41.38183594,-48.73657227,-49.56054688
226.5,-50.99487305,-39.52026367,-48.73657227,-49.49951172
227,-50.96435547,-41.04614258,-48.76708984,-49.5300293
227.5,-50.93383789,-42.11425781,-48.76708984,-49.46899414
228,-50.87280273,-42.90771484,-48.70605469,-49.5300293
228.5,-50.81176758,-43.79272461,-48.70605469,-49.49951172
229,-50.81176758,-44.49462891,-48.70605469,-49.5300293
229.5,-50.72021484,-45.1965332,-48.64501953,-49.49951172
230,-50.65917969,-45.80688477,-48.64501953,-49.59106445
230.5,-50.65917969,-46.41723633,-48.67553711,-49.5300293
231,-50.62866211,-46.93603516,-48.64501953,-49.5300293
231.5,-50.59814453,-47.5769043,-48.61450195,-49.49951172
232,-50.47607422,-48.18725586,-48.67553711,-49.46899414
232.5,-50.5065918,-48.67553711,-48.73657227,-49.49951172
233,-50.38452148,-49.28588867,-48.67553711,-49.46899414
233.5,-50.32348633,-49.71313477,-48.64501953,-49.46899414
234,-50.32348633,-50.0793457,-48.61450195,-49.49951172
234.5,-50.29296875,-50.5065918,-48.58398438,-49.46899414
235,-50.26245117,-51.02539063,-48.49243164,-49.46899414
235.5,-50.14038086,-51.42211914,-48.49243164,-49.40795898
236,-50.10986328,-51.81884766,-48.46191406,-49.46899414
236.5,-50.04882813,-52.12402344,-48.49243164,-49.40795898
237,-50.01831055,-52.4597168,-48.46191406,-49.43847656
237.5,-49.98779297,-52.734375,-48.52294922,-49.46899414
238,-49.92675781,-53.16162109,-48.40087891,-49.43847656
238.5,-49.92675781,-53.34472656,-48.33984375,-49.37744141
239,-49.86572266,-53.68041992,-48.27880859,-49.46899414
239.5,-49.86572266,-53.89404297,-48.27880859,-49.37744141
240,-49.74365234,-54.10766602,-48.33984375,-49.43847656
240.5,-49.71313477,-54.35180664,-48.27880859,-49.40795898
241,-49.8046875,-54.59594727,-48.27880859,-49.34692383
241.5,-49.74365234,-54.77905273,-48.27880859,-49.31640625
242,-49.68261719,-54.87060547,-48.21777344,-49.28588867
242.5,-49.62158203,-55.11474609,-48.21777344,-49.31640625
243,-49.65209961,-55.23681641,-48.21777344,-49.34692383
243.5,-49.71313477,-55.35888672,-48.15673828,-49.37744141
244,-49.68261719,-55.57250977,-48.21777344,-49.37744141
244.5,-49.65209961,-55.60302734,-48.15673828,-49.40795898
245,-49.68261719,-55.81665039,-48.18725586,-49.40795898
245.5,-49.56054688,-55.9387207,-48.15673828,-49.37744141
246,-49.5300293,-56.09130859,-48.15673828,-49.43847656
246.5,-49.59106445,-56.21337891,-48.21777344,-49.37744141
247,-49.56054688,-56.27441406,-48.06518555,-49.40795898
247.5,-49.49951172,-56.42700195,-48.06518555,-49.40795898
248,-49.56054688,-56.48803711,-48.06518555,-49.37744141
248.5,-49.43847656,-56.67114258,-48.03466797,-49.37744141
249,-49.46899414,-56.76269531,-48.03466797,-49.31640625
249.5,-49.49951172,-56.82373047,-48.06518555,-49.31640625
250,-49.43847656,-56.97631836,-47.94311523,-49.31640625
250.5,-49.43847656,-57.06787109,-47.97363281,-49.28588867
251,-49.37744141,-57.15942383,-48.00415039,-49.22485352
251.5,-49.34692383,-57.25097656,-47.94311523,-49.25537109
252,-49.31640625,-57.15942383,-48.03466797,-49.28588867
252.5,-49.25537109,-57.3425293,-47.88208008,-49.31640625
253,-49.22485352,-57.3425293,-47.91259766,-49.31640625
253.5,-49.13330078,-57.46459961,-47.94311523,-49.25537109
254,-49.1027832,-57.46459961,-47.88208008,-49.19433594
254.5,-49.13330078,-57.49511719,-47.91259766,-49.25537109
255,-49.04174805,-57.58666992,-47.91259766,-49.19433594
255.5,-49.04174805,-57.58666992,-47.79052734,-49.16381836
256,-48.91967773,-57.64770508,-47.82104492,-49.19433594
256.5,-48.88916016,-57.64770508,-47.88208008,-49.22485352
257,-48.85864258,-57.64770508,-47.8515625,-49.34692383
257.5,-48.76708984,-57.6171875,-47.79052734,-49.22485352
258,-48.76708984,-57.67822266,-47.91259766,-49.22485352
258.5,-48.67553711,-57.70874023,-47.8515625,-49.22485352
259,-48.67553711,-57.70874023,-47.88208008,-49.22485352
259.5,-48.58398438,-57.73925781,-47.91259766,-49.22485352
260,-48.5534668,-57.73925781,-47.88208008,-49.19433594
260.5,-48.52294922,-57.80029297,-47.8515625,-49.16381836
261,-48.40087891,-57.76977539,-47.82104492,-49.1027832
261.5,-48.37036133,-57.73925781,-47.76000977,-49.1027832
262,-48.30932617,-57.73925781,-47.60742188,-49.07226563
262.5,-48.18725586,-57.76977539,-47.45483398,-49.13330078
263,-48.09570313,-57.76977539,-47.36328125,-49.13330078
263.5,-47.94311523,-57.73925781,-47.45483398,-49.04174805
264,-47.94311523,-57.70874023,-47.42431641,-48.98071289
264.5,-47.82104492,-57.73925781,-47.42431641,-48.95019531
265,-47.8515625,-57.67822266,-47.36328125,-48.95019531
265.5,-47.72949219,-57.67822266,-47.36328125,-48.95019531
266,-47.63793945,-57.6171875,-47.33276367,-48.91967773
266.5,-47.5769043,-57.67822266,-47.39379883,-48.95019531
267,-47.45483398,-57.64770508,-47.48535156,-48.98071289
267.5,-47.39379883,-57.55615234,-47.48535156,-48.85864258
268,-47.24121094,-57.55615234,-47.48535156,-48.98071289
268.5,-47.11914063,-57.49511719,-47.42431641,-48.88916016
269,-46.875,-57.52563477,-47.48535156,-48.88916016
269.5,-46.6003418,-57.49511719,-47.48535156,-48.88916016
270,-43.42651367,-57.46459961,-47.42431641,-48.91967773
270.5,-40.83251953,-57.40356445,-47.42431641,-48.85864258
271,-41.68701172,-57.37304688,-47.39379883,-48.828125
271.5,-42.54150391,-57.3425293,-47.39379883,-48.79760742
272,-43.15185547,-57.43408203,-47.36328125,-48.76708984
272.5,-43.70117188,-57.28149414,-47.39379883,-48.828125
273,-44.15893555,-57.25097656,-47.36328125,-48.828125
273.5,-44.79980469,-57.22045898,-47.42431641,-48.79760742
274,-45.22705078,-57.18994141,-47.24121094,-48.67553711
274.5,-45.68481445,-57.15942383,-47.36328125,-48.64501953
275,-46.14257813,-57.09838867,-47.39379883,-48.64501953
275.5,-46.50878906,-57.09838867,-47.36328125,-48.58398438
276,-46.96655273,-57.03735352,-47.39379883,-48.5534668
276.5,-47.24121094,-57.06787109,-47.39379883,-48.52294922
277,-47.66845703,-57.03735352,-47.42431641,-48.5534668
277.5,-48.09570313,-57.06787109,-47.45483398,-48.52294922
278,-48.43139648,-56.94580078,-47.39379883,-48.49243164
278.5,-48.828125,-56.94580078,-47.42431641,-48.46191406
279,-49.13330078,-56.88476563,-47.48535156,-48.43139648
279.5,-49.59106445,-56.9152832,-47.45483398,-48.46191406
280,-49.86572266,-56.85424805,-47.48535156,-48.43139648
280.5,-50.10986328,-56.82373047,-47.39379883,-48.40087891
281,-50.47607422,-56.76269531,-47.45483398,-48.40087891
281.5,-50.65917969,-56.70166016,-47.42431641,-48.40087891
282,-50.87280273,-56.640625,-47.45483398,-48.37036133
282.5,-51.0559082,-56.70166016,-47.51586914,-48.33984375
283,-51.33056641,-56.57958984,-47.54638672,-48.40087891
283.5,-51.66625977,-56.57958984,-47.54638672,-48.40087891
284,-51.7578125,-56.45751953,-47.54638672,-48.43139648
284.5,-51.97143555,-56.3659668,-47.63793945,-48.52294922
285,-52.21557617,-56.39648438,-47.51586914,-48.46191406
285.5,-52.42919922,-56.27441406,-47.48535156,-48.40087891
286,-52.61230469,-56.24389648,-47.54638672,-48.46191406
286.5,-52.76489258,-56.18286133,-47.42431641,-48.43139648
287,-52.97851563,-56.12182617,-47.51586914,-48.52294922
287.5,-53.13110352,-56.09130859,-47.45483398,-48.46191406
288,-53.28369141,-56.06079102,-47.42431641,-48.43139648
288.5,-53.49731445,-56.06079102,-47.42431641,-48.52294922
289,-53.68041992,-55.9387207,-47.48535156,-48.5534668
289.5,-53.77197266,-55.84716797,-47.45483398,-48.58398438
290,-53.92456055,-55.90820313,-47.60742188,-48.5534668
290.5,-54.10766602,-55.81665039,-47.45483398,-48.52294922
291,-54.16870117,-55.75561523,-47.45483398,-48.58398438
291.5,-54.32128906,-55.69458008,-47.42431641,-48.5534668
292,-54.44335938,-55.75561523,-47.51586914,-48.5534668
292.5,-54.53491211,-55.6640625,-47.45483398,-48.58398438
293,-54.62646484,-55.63354492,-47.45483398,-48.5534668
293.5,-54.71801758,-55.63354492,-47.48535156,-48.52294922
294,-54.87060547,-55.63354492,-47.5769043,-48.52294922
294.5,-54.90112305,-55.57250977,-47.54638672,-48.49243164
295,-55.08422852,-55.51147461,-47.60742188,-48.52294922
295.5,-55.14526367,-55.48095703,-47.63793945,-48.43139648
296,-55.20629883,-55.45043945,-47.63793945,-48.46191406
296.5,-55.32836914,-55.3894043,-47.72949219,-48.43139648
297,-55.32836914,-55.35888672,-47.72949219,-48.46191406
297.5,-55.48095703,-55.32836914,-47.76000977,-48.43139648
298,-55.60302734,-55.23681641,-47.72949219,-48.40087891
298.5,-55.60302734,-55.23681641,-47.76000977,-48.37036133
299,-55.6640625,-55.20629883,-47.79052734,-48.27880859
299.5,-55.6640625,-55.14526367,-47.79052734,-48.24829102
300,-55.75561523,-55.11474609,-47.94311523,-48.21777344
300.5,-55.84716797,-54.99267578,-47.91259766,-48.18725586
301,-55.90820313,-54.9621582,-47.97363281,-48.18725586
301.5,-56.06079102,-54.93164063,-47.97363281,-48.18725586
302,-55.96923828,-54.84008789,-47.94311523,-48.18725586
302.5,-56.06079102,-54.87060547,-47.97363281,-48.15673828
303,-56.09130859,-54.80957031,-48.00415039,-48.1262207
303.5,-56.09130859,-54.71801758,-48.00415039,-48.06518555
304,-56.18286133,-54.65698242,-47.94311523,-48.1262207
304.5,-56.21337891,-54.6875,-47.91259766,-48.06518555
305,-56.24389648,-54.65698242,-47.94311523,-48.06518555
305.5,-56.27441406,-54.56542969,-47.88208008,-48.06518555
306,-56.27441406,-54.50439453,-47.97363281,-48.06518555
306.5,-56.3659668,-54.50439453,-47.88208008,-48.09570313
307,-56.3659668,-54.4128418,-47.88208008,-48.06518555
307.5,-56.30493164,-54.35180664,-47.91259766,-48.00415039
308,-56.30493164,-54.35180664,-47.88208008,-48.00415039
308.5,-56.3659668,-54.22973633,-47.94311523,-47.97363281
309,-56.39648438,-54.19921875,-47.97363281,-48.1262207
309.5,-56.3659668,-54.16870117,-48.06518555,-48.06518555
310,-56.42700195,-54.13818359,-47.94311523,-47.97363281
310.5,-56.42700195,-54.10766602,-48.00415039,-48.06518555
311,-56.42700195,-54.01611328,-48.00415039,-47.94311523
311.5,-56.45751953,-54.07714844,-48.00415039,-48.00415039
312,-56.42700195,-53.9855957,-48.03466797,-48.03466797
312.5,-56.45751953,-53.95507813,-48.03466797,-47.97363281
313,-56.48803711,-53.89404297,-48.06518555,-48.06518555
313.5,-56.42700195,-53.86352539,-48.06518555,-47.94311523
314,-56.42700195,-53.77197266,-48.06518555,-47.94311523
314.5,-56.39648438,-53.7109375,-48.09570313,-48.00415039
315,-56.39648438,-53.58886719,-48.1262207,-47.97363281
315.5,-56.48803711,-53.58886719,-48.15673828,-47.94311523
316,-56.3659668,-53.55834961,-48.15673828,-47.91259766
316.5,-56.39648438,-53.49731445,-48.15673828,-47.88208008
317,-56.33544922,-53.4362793,-48.21777344,-47.8515625
317.5,-56.33544922,-53.34472656,-48.1262207,-47.82104492
318,-56.33544922,-53.34472656,-48.15673828,-47.88208008
318.5,-56.27441406,-53.22265625,-48.15673828,-47.72949219
319,-56.24389648,-53.19213867,-48.18725586,-47.76000977
319.5,-56.24389648,-53.16162109,-48.24829102,-47.66845703
320,-56.21337891,-53.03955078,-48.24829102,-47.66845703
320.5,-56.21337891,-53.0090332,-48.30932617,-47.69897461
321,-56.21337891,-52.91748047,-48.21777344,-47.5769043
321.5,-56.09130859,-52.85644531,-48.24829102,-47.5769043
322,-56.06079102,-52.82592773,-48.21777344,-47.63793945
322.5,-56.03027344,-52.76489258,-48.21777344,-47.5769043
323,-56.06079102,-52.70385742,-48.18725586,-47.63793945
323.5,-55.99975586,-52.67333984,-48.21777344,-47.5769043
324,-55.9387207,-52.67333984,-48.24829102,-47.51586914
324.5,-55.90820313,-52.61230469,-48.21777344,-47.5769043
325,-55.87768555,-52.52075195,-48.15673828,-47.60742188
325.5,-55.84716797,-52.55126953,-48.27880859,-47.63793945
326,-55.78613281,-52.4597168,-48.18725586,-47.54638672
326.5,-55.81665039,-52.36816406,-48.24829102,-47.48535156
327,-55.84716797,-52.42919922,-48.24829102,-47.54638672
327.5,-55.81665039,-52.27661133,-48.37036133,-47.48535156
328,-55.72509766,-52.24609375,-48.37036133,-47.51586914
328.5,-55.78613281,-52.18505859,-48.37036133,-47.45483398
329,-55.63354492,-52.09350586,-48.40087891,-47.45483398
329.5,-55.69458008,-52.06298828,-48.33984375,-47.39379883
330,-55.63354492,-52.00195313,-48.37036133,-47.42431641
330.5,-55.57250977,-51.97143555,-48.27880859,-47.42431641
331,-55.60302734,-51.94091797,-48.37036133,-47.42431641
331.5,-55.54199219,-51.87988281,-48.37036133,-47.30224609
332,-55.60302734,-51.84936523,-48.37036133,-47.36328125
332.5,-55.48095703,-51.78833008,-48.40087891,-47.30224609
333,-55.51147461,-51.69677734,-48.40087891,-47.27172852
333.5,-55.57250977,-51.66625977,-48.37036133,-47.27172852
334,-55.45043945,-51.66625977,-48.40087891,-47.18017578
334.5,-55.48095703,-51.60522461,-48.40087891,-47.36328125
335,-55.41992188,-51.45263672,-48.40087891,-47.21069336
335.5,-55.35888672,-51.45263672,-48.37036133,-47.24121094
336,-55.32836914,-51.39160156,-48.43139648,-47.21069336
336.5,-55.23681641,-51.30004883,-48.46191406,-47.21069336
337,-55.26733398,-51.23901367,-48.5534668,-47.24121094
337.5,-55.23681641,-51.17797852,-48.46191406,-47.11914063
338,-55.17578125,-51.14746094,-48.46191406,-47.08862305
338.5,-55.08422852,-51.08642578,-48.49243164,-47.1496582
339,-54.99267578,-50.99487305,-48.49243164,-47.05810547
339.5,-54.99267578,-50.90332031,-48.52294922,-47.1496582
340,-54.93164063,-50.81176758,-48.5534668,-47.21069336
340.5,-54.90112305,-50.68969727,-48.5534668,-47.11914063
341,-54.84008789,-50.72021484,-48.5534668,-47.1496582
341.5,-54.77905273,-50.56762695,-48.67553711,-47.08862305
342,-54.65698242,-50.5065918,-48.73657227,-47.11914063
342.5,-54.59594727,-50.5065918,-48.73657227,-47.1496582
343,-54.65698242,-50.41503906,-48.70605469,-47.11914063
343.5,-54.56542969,-50.41503906,-48.76708984,-47.02758789
344,-54.53491211,-50.26245117,-48.85864258,-47.08862305
344.5,-54.38232422,-50.23193359,-48.91967773,-47.05810547
345,-54.50439453,-50.10986328,-48.88916016,-47.02758789
345.5,-54.38232422,-50.14038086,-48.88916016,-47.18017578
346,-54.38232422,-50.04882813,-48.85864258,-46.99707031
346.5,-54.35180664,-49.92675781,-48.85864258,-47.02758789
347,-54.22973633,-49.8046875,-48.85864258,-47.02758789
347.5,-54.29077148,-49.62158203,-48.828125,-47.05810547
348,-54.22973633,-49.56054688,-48.88916016,-47.02758789
348.5,-54.22973633,-49.43847656,-48.79760742,-46.99707031
349,-54.19921875,-49.34692383,-48.85864258,-46.93603516
349.5,-54.07714844,-49.25537109,-48.85864258,-46.875
350,-54.07714844,-49.13330078,-48.85864258,-46.90551758
350.5,-53.9855957,-49.01123047,-48.91967773,-46.875
351,-53.83300781,-48.91967773,-48.98071289,-46.875
351.5,-53.86352539,-48.76708984,-48.88916016,-46.81396484
352,-53.7109375,-48.64501953,-48.98071289,-46.69189453
352.5,-53.64990234,-48.49243164,-48.95019531,-46.75292969
353,-53.49731445,-48.37036133,-48.95019531,-46.63085938
353.5,-53.40576172,-48.18725586,-48.95019531,-46.63085938
354,-53.46679688,-47.97363281,-48.98071289,-46.66137695
354.5,-53.34472656,-47.72949219,-48.95019531,-46.63085938
355,-53.31420898,-47.48535156,-48.91967773,-46.66137695
355.5,-53.25317383,-47.21069336,-48.91967773,-46.63085938
356,-53.19213867,-42.63305664,-48.98071289,-46.69189453
356.5,-53.19213867,-39.58129883,-49.01123047,-46.78344727
357,-53.0090332,-40.77148438,-48.95019531,-46.75292969
357.5,-53.07006836,-41.87011719,-48.95019531,-46.75292969
358,-53.0090332,-42.78564453,-49.01123047,-46.66137695
358.5,-52.91748047,-43.54858398,-49.01123047,-46.66137695
359,-52.94799805,-44.37255859,-49.04174805,-46.63085938
359.5,-52.85644531,-44.98291016,-49.07226563,-46.6003418
360,-52.85644531,-45.56274414,-49.04174805,-46.6003418
360.5,-52.85644531,-46.14257813,-49.1027832,-46.41723633
361,-52.79541016,-46.69189453,-49.13330078,-46.44775391
361.5,-52.79541016,-47.33276367,-49.04174805,-46.44775391
362,-52.734375,-47.79052734,-49.07226563,-46.44775391
362.5,-52.70385742,-48.37036133,-49.13330078,-46.44775391
363,-52.67333984,-48.73657227,-49.1027832,-46.32568359
363.5,-52.67333984,-49.19433594,-49.13330078,-46.35620117
364,-52.58178711,-49.62158203,-49.19433594,-46.32568359
364.5,-52.55126953,-49.89624023,-49.19433594,-46.26464844
365,-52.61230469,-50.32348633,-49.19433594,-46.26464844
365.5,-52.55126953,-50.68969727,-49.19433594,-46.23413086
366,-52.52075195,-50.99487305,-49.25537109,-46.23413086
366.5,-52.52075195,-51.36108398,-49.34692383,-46.26464844
367,-52.36816406,-51.69677734,-49.37744141,-46.23413086
367.5,-52.36816406,-52.0324707,-49.40795898,-46.23413086
368,-52.42919922,-52.39868164,-49.43847656,-46.23413086
368.5,-52.39868164,-52.55126953,-49.34692383,-46.20361328
369,-52.27661133,-52.88696289,-49.40795898,-46.20361328
369.5,-52.27661133,-53.10058594,-49.37744141,-46.23413086
370,-52.24609375,-53.37524414,-49.37744141,-46.29516602
370.5,-52.27661133,-53.58886719,-49.43847656,-46.35620117
371,-52.21557617,-53.83300781,-49.37744141,-46.26464844
371.5,-52.15454102,-54.01611328,-49.46899414,-46.32568359
372,-52.18505859,-54.13818359,-49.43847656,-46.35620117
372.5,-52.12402344,-54.29077148,-49.46899414,-46.35620117
373,-52.09350586,-54.47387695,-49.5300293,-46.38671875
373.5,-52.0324707,-54.62646484,-49.5300293,-46.38671875
374,-52.0324707,-54.80957031,-49.5300293,-46.29516602
374.5,-52.06298828,-54.93164063,-49.56054688,-46.26464844
375,-51.97143555,-55.08422852,-49.59106445,-46.23413086
375.5,-51.94091797,-55.23681641,-49.59106445,-46.26464844
376,-51.84936523,-55.35888672,-49.56054688,-46.1730957
376.5,-51.87988281,-55.54199219,-49.62158203,-46.1730957
377,-51.84936523,-55.72509766,-49.68261719,-46.20361328
377.5,-51.87988281,-55.75561523,-49.68261719,-46.14257813
378,-51.91040039,-55.90820313,-49.68261719,-46.23413086
378.5,-51.81884766,-55.90820313,-49.71313477,-46.20361328
379,-51.81884766,-56.06079102,-49.68261719,-46.26464844
379.5,-51.81884766,-56.18286133,-49.74365234,-46.26464844
380,-51.78833008,-56.30493164,-49.71313477,-46.23413086
380.5,-51.7578125,-56.42700195,-49.65209961,-46.20361328
381,-51.66625977,-56.45751953,-49.65209961,-46.20361328
381.5,-51.66625977,-56.61010742,-49.71313477,-46.23413086
382,-51.66625977,-56.67114258,-49.71313477,-46.1730957
382.5,-51.63574219,-56.79321289,-49.71313477,-46.1730957
383,-51.69677734,-56.85424805,-49.71313477,-46.14257813
383.5,-51.63574219,-56.88476563,-49.77416992,-46.14257813
384,-51.60522461,-56.94580078,-49.89624023,-46.20361328
384.5,-51.60522461,-57.06787109,-49.83520508,-46.23413086
385,-51.54418945,-57.00683594,-49.86572266,-46.1730957
385.5,-51.51367188,-57.06787109,-49.77416992,-46.14257813
386,-51.4831543,-57.12890625,-49.89624023,-46.08154297
386.5,-51.45263672,-57.18994141,-49.92675781,-46.08154297
387,-51.45263672,-57.22045898,-49.98779297,-46.14257813
387.5,-51.42211914,-57.25097656,-50.01831055,-46.08154297
388,-51.39160156,-57.25097656,-49.92675781,-46.08154297
388.5,-51.42211914,-57.25097656,-50.01831055,-46.05102539
389,-51.33056641,-57.25097656,-49.98779297,-46.05102539
389.5,-51.33056641,-57.25097656,-49.95727539,-46.05102539
390,-51.33056641,-57.28149414,-49.95727539,-46.05102539
390.5,-51.26953125,-57.31201172,-50.01831055,-46.05102539
391,-51.26953125,-57.37304688,-50.0793457,-45.95947266
391.5,-51.20849609,-57.31201172,-50.04882813,-45.95947266
392,-51.17797852,-57.37304688,-50.01831055,-45.92895508
392.5,-51.11694336,-57.40356445,-50.04882813,-45.92895508
393,-51.11694336,-57.40356445,-50.0793457,-45.86791992
393.5,-51.14746094,-57.46459961,-50.14038086,-45.83740234
394,-51.14746094,-57.40356445,-50.0793457,-45.8984375
394.5,-51.11694336,-57.3425293,-50.14038086,-45.92895508
395,-51.0559082,-57.37304688,-50.0793457,-45.83740234
395.5,-51.0559082,-57.37304688,-50.01831055,-45.86791992
396,-51.02539063,-57.40356445,-50.14038086,-45.8984375
396.5,-50.93383789,-57.37304688,-50.14038086,-45.86791992
397,-50.99487305,-57.43408203,-50.0793457,-45.83740234
397.5,-50.93383789,-57.3425293,-50.10986328,-45.77636719
398,-50.90332031,-57.3425293,-50.14038086,-45.77636719
398.5,-50.93383789,-57.40356445,-50.20141602,-45.77636719
399,-50.87280273,-57.40356445,-50.20141602,-45.68481445
399.5,-50.84228516,-57.40356445,-50.26245117,-45.71533203
400,-50.87280273,-57.40356445,-50.26245117,-45.68481445
400.5,-50.75073242,-57.37304688,-50.32348633,-45.68481445
401,-50.78125,-57.37304688,-50.29296875,-45.71533203
401.5,-50.62866211,-57.28149414,-50.29296875,-45.65429688
402,-50.62866211,-57.22045898,-50.35400391,-45.68481445
402.5,-50.59814453,-57.18994141,-50.32348633,-45.74584961
403,-50.47607422,-57.15942383,-50.35400391,-45.68481445
403.5,-50.44555664,-57.15942383,-50.32348633,-45.74584961
404,-50.44555664,-57.09838867,-50.35400391,-45.71533203
404.5,-50.35400391,-57.03735352,-50.38452148,-45.71533203
405,-50.32348633,-57.00683594,-50.38452148,-45.74584961
405.5,-50.23193359,-56.94580078,-50.35400391,-45.71533203
406,-50.20141602,-56.88476563,-50.35400391,-45.71533203
406.5,-50.14038086,-56.88476563,-50.32348633,-45.77636719
407,-50.04882813,-56.82373047,-50.41503906,-45.80688477
407.5,-50.0793457,-56.82373047,-50.44555664,-45.80688477
408,-49.95727539,-56.70166016,-50.44555664,-45.80688477
408.5,-49.86572266,-56.67114258,-50.44555664,-45.77636719
409,-49.83520508,-56.640625,-50.47607422,-45.77636719
409.5,-49.77416992,-56.57958984,-50.44555664,-45.68481445
410,-49.83520508,-56.57958984,-50.41503906,-45.68481445
410.5,-49.74365234,-56.57958984,-50.5065918,-45.71533203
411,-49.71313477,-56.54907227,-50.47607422,-45.71533203
411.5,-49.68261719,-56.51855469,-50.56762695,-45.68481445
412,-49.65209961,-56.45751953,-50.56762695,-45.71533203
412.5,-49.56054688,-56.45751953,-50.53710938,-45.71533203
413,-49.49951172,-56.45751953,-50.65917969,-45.68481445
413.5,-49.43847656,-56.27441406,-50.53710938,-45.74584961
414,-49.40795898,-56.33544922,-50.62866211,-45.74584961
414.5,-49.34692383,-56.27441406,-50.59814453,-45.74584961
415,-49.28588867,-56.24389648,-50.59814453,-45.86791992
415.5,-49.22485352,-56.18286133,-50.65917969,-45.80688477
416,-49.22485352,-56.12182617,-50.72021484,-45.8984375
416.5,-49.19433594,-56.09130859,-50.68969727,-45.83740234
417,-49.1027832,-55.96923828,-50.59814453,-45.86791992
417.5,-49.1027832,-55.99975586,-50.72021484,-45.92895508
418,-49.04174805,-55.87768555,-50.75073242,-45.95947266
418.5,-49.01123047,-55.84716797,-50.72021484,-46.02050781
419,-48.95019531,-55.75561523,-50.81176758,-45.98999023
419.5,-48.95019531,-55.69458008,-50.78125,-45.92895508
420,-48.79760742,-55.69458008,-50.87280273,-45.95947266
420.5,-48.828125,-55.60302734,-50.81176758,-45.86791992
421,-48.70605469,-55.54199219,-50.78125,-45.92895508
421.5,-48.67553711,-55.57250977,-50.87280273,-45.95947266
422,-48.64501953,-55.45043945,-50.75073242,-45.92895508
422.5,-48.52294922,-55.45043945,-50.81176758,-45.95947266
423,-48.52294922,-55.35888672,-50.84228516,-45.98999023
423.5,-48.46191406,-55.3894043,-50.81176758,-45.95947266
424,-48.33984375,-55.32836914,-50.84228516,-45.8984375
424.5,-48.33984375,-55.20629883,-50.81176758,-45.8984375
425,-48.27880859,-55.17578125,-50.84228516,-45.80688477
425.5,-48.27880859,-55.08422852,-50.90332031,-45.83740234
426,-48.15673828,-55.08422852,-50.81176758,-45.83740234
426.5,-48.09570313,-54.99267578,-50.81176758,-45.8984375
427,-48.06518555,-55.02319336,-50.84228516,-45.92895508
427.5,-47.97363281,-54.9621582,-50.81176758,-45.92895508
428,-48.06518555,-54.84008789,-50.84228516,-45.86791992
428.5,-47.88208008,-54.87060547,-50.84228516,-45.80688477
429,-47.79052734,-54.71801758,-50.78125,-45.86791992
429.5,-47.69897461,-54.74853516,-50.87280273,-45.8984375
430,-47.63793945,-54.6875,-50.87280273,-45.8984375
430.5,-47.60742188,-54.62646484,-50.87280273,-45.92895508
431,-47.42431641,-54.53491211,-50.90332031,-45.92895508
431.5,-47.42431641,-54.44335938,-50.81176758,-45.98999023
432,-47.27172852,-54.4128418,-50.84228516,-46.05102539
432.5,-47.18017578,-54.35180664,-50.81176758,-46.02050781
433,-47.08862305,-54.32128906,-50.93383789,-46.14257813
433.5,-46.96655273,-54.22973633,-50.93383789,-46.05102539
434,-46.93603516,-54.16870117,-50.96435547,-46.08154297
434.5,-46.78344727,-54.13818359,-50.96435547,-46.08154297
435,-46.66137695,-54.01611328,-50.93383789,-45.98999023
435.5,-46.50878906,-53.95507813,-50.99487305,-46.08154297
436,-46.32568359,-53.89404297,-50.96435547,-46.05102539
436.5,-46.20361328,-53.80249023,-51.02539063,-46.08154297
437,-45.92895508,-53.80249023,-50.99487305,-46.11206055
437.5,-41.2902832,-53.7109375,-50.96435547,-46.14257813
438,-40.16113281,-53.7109375,-51.02539063,-46.20361328
438.5,-41.41235352,-53.61938477,-51.0559082,-46.20361328
439,-42.17529297,-53.52783203,-51.0559082,-46.26464844
439.5,-42.75512695,-53.46679688,-51.08642578,-46.26464844
440,-43.33496094,-53.37524414,-51.08642578,-46.26464844
440.5,-43.76220703,-53.37524414,-51.11694336,-46.26464844
441,-44.37255859,-53.28369141,-51.11694336,-46.26464844
441.5,-44.83032227,-53.22265625,-51.14746094,-46.29516602
442,-45.34912109,-53.10058594,-51.14746094,-46.32568359
442.5,-45.83740234,-53.0090332,-51.08642578,-46.32568359
443,-46.08154297,-53.07006836,-51.08642578,-46.35620117
443.5,-46.53930664,-52.97851563,-51.11694336,-46.44775391
444,-46.93603516,-52.88696289,-51.08642578,-46.41723633
444.5,-47.33276367,-52.85644531,-51.14746094,-46.35620117
445,-47.69897461,-52.76489258,-51.0559082,-46.44775391
445.5,-47.94311523,-52.82592773,-51.0559082,-46.38671875
446,-48.33984375,-52.79541016,-51.17797852,-46.50878906
446.5,-48.61450195,-52.70385742,-51.14746094,-46.50878906
447,-49.01123047,-52.67333984,-51.17797852,-46.56982422
447.5,-49.31640625,-52.55126953,-51.14746094,-46.53930664
448,-49.59106445,-52.55126953,-51.11694336,-46.50878906
448.5,-49.86572266,-52.55126953,-51.17797852,-46.50878906
449,-50.0793457,-52.39868164,-51.14746094,-46.41723633
